Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
28/04/14,84.870003,87.059998,127.040001,104.260002,23.02,125.730003,77.779999,156.539993,80.169998,193.139999,26.33,101.339996,55.490002,41.029999,100.309998,137.229996,56.68,40.869999,35.834999,32.040001,82.940002,89.639999,75.739998,117.699997,50.355,46.599998,67.449997,79.760002,101.169998
29/04/14,84.618568,87.790001,128.369995,105.300003,23.16,125.970001,78.639999,158.240005,79.519997,195.110001,26.48,101.029999,56.099998,40.57,101.5,137.550003,58.720001,40.509998,36.240002,31.76,82.440002,90.900002,75.199997,117.559998,50.6675,46.77,67.32,79.669998,101.449997
30/04/14,84.298569,87.43,129.020004,105.400002,23.110001,125.519997,79.339996,159.820007,79.510002,196.470001,26.690001,101.290001,55.98,40.790001,101.379997,139.089996,58.560001,40.400002,36.474998,31.280001,82.550003,90.580002,75.040001,118.330002,50.6525,46.73,67.900002,79.709999,102.410004
01/05/14,84.497147,86.82,128.460007,105.07,23.01,124.940002,79.559998,160.369995,79.330002,193.529999,26.450001,100.529999,55.720001,40.779999,100.959999,140.809998,59.619999,40,36.459999,31.15,82.339996,90.830002,74.949997,116.800003,51.522499,47.220001,69.43,79.699997,101.410004
02/05/14,84.654289,86.93,129.940002,105.010002,22.940001,124.720001,80.309998,158.880005,79.400002,191.440002,26.41,99.309998,55.580002,40.950001,101.43,140.119995,58.220001,39.689999,36.494999,30.75,81.919998,91,75.029999,116.519997,51.105,47.119999,68.860001,79.120003,102.010002
05/05/14,85.851425,87.360001,131.960007,104.519997,22.959999,125.360001,81.220001,156.350006,78.690002,191.259995,26.17,100,54.220001,40.759998,101.139999,140.610001,58.630001,39.43,36.645,29.959999,81.699997,90.650002,75.230003,116.82,51.782501,47.389999,69.849998,78.620003,102.910004
06/05/14,84.915718,86.199997,130.830002,103.870003,22.719999,124.970001,81.029999,154.539993,77.419998,190.029999,26.200001,99.510002,53.34,40.490002,100.949997,139.289993,57.110001,39.060001,36.125,29.43,81.129997,89.879997,75.260002,116.010002,51.34,47.470001,68.779999,78.010002,102.669998
07/05/14,84.618568,87.980003,130.350006,104.620003,22.870001,126.230003,80.290001,155.520004,77.080002,189.300003,26.370001,100.910004,54.049999,40.91,101.959999,141.139999,55.84,39.419998,36.09,29.02,82.089996,91.07,77.910004,116.910004,52.174999,48.099998,69.870003,77.959999,103.110001
08/05/14,83.998573,88.620003,130.570007,104.940002,23.02,125.089996,81.599998,157.399994,77.050003,188.910004,26.34,100.5,54.360001,40.73,101.949997,140.830002,54.830002,39.639999,36.525002,29.17,82.160004,91.239998,76.889999,117.019997,52.724998,48.490002,68.690002,78.690002,102.32
09/05/14,83.648575,88.839996,131.100006,105.059998,23.02,125.029999,81.949997,157.199997,77.709999,190.080002,26.299999,100.910004,54.009998,40.869999,102.93,141.339996,55.209999,39.540001,36.724998,29.030001,82.389999,91.300003,76.949997,116.989998,52.702499,48.48,68.660004,79.199997,101.949997
12/05/14,84.690002,89.660004,132.600006,106.199997,23.190001,125.239998,82.419998,159.550003,78.269997,192.570007,26.370001,100.519997,54.650002,40.82,102.860001,142.820007,55.290001,39.970001,37.314999,29.129999,81.730003,92.040001,77.739998,118.629997,52.924999,48.16,69.349998,79.150002,102.230003
13/05/14,84.822861,89.089996,133.449997,107.150002,22.860001,125.849998,82.080002,160.279999,77.269997,192.190002,26.450001,101.019997,54.619999,41.110001,103.529999,142.429993,55.75,40.419998,37.294998,29.200001,81.610001,92.910004,78.040001,118.739998,53.014999,47.849998,69.57,79.139999,102.360001
14/05/14,84.83857,88.459999,132.990005,106.529999,22.809999,126.419998,80.919998,159.449997,76.309998,188.720001,26.33,100.870003,54.360001,40.889999,103.029999,141.600006,56.369999,40.240002,36.790001,29.1,81.169998,92.650002,77.169998,117.32,52.465,48.009998,68.610001,78.739998,102.290001
15/05/14,84.117142,87.599998,131.210007,104.989998,24.18,123.809998,80.150002,156.639999,76.239998,186.460007,26.01,100.690002,53.509998,40.52,102.5,140.979996,55.889999,39.599998,36.470001,29.059999,80.529999,92.370003,76.480003,115.699997,51.862499,47.959999,68.110001,76.830002,100.779999
16/05/14,85.358574,87.5,130.809998,106.029999,24.370001,123.18,80.389999,156.429993,77.360001,187.059998,25.82,100.580002,53.310001,40.889999,103.139999,141.130005,55.869999,39.830002,36.970001,29.120001,80.330002,92.580002,76.650002,114.580002,52.452499,49.07,67.769997,77.010002,100.739998
19/05/14,86.370003,88.120003,131.350006,105.389999,24.35,122.949997,81.050003,157.669998,76.5,187,26.040001,100.639999,53.830002,40.709999,102.089996,141.669998,56.349998,39.75,37.244999,29.280001,79.93,92.769997,77.199997,115.019997,52.59,49.150002,69.540001,76.610001,100.870003
20/05/14,86.387146,87.089996,129.580002,101.559998,24.120001,122.5,81.089996,156.350006,77.959999,184.889999,26.040001,100.25,53.720001,40.580002,101.529999,140.229996,56,39.68,36.630001,29.25,80.230003,92.669998,76.660004,113.099998,51.98,48.650002,68.879997,75.690002,100.669998
21/05/14,86.615715,87.860001,130.960007,102.879997,24.48,124.160004,82.190002,159.350006,78.080002,186.389999,26.200001,101.139999,54.119999,40.869999,102.559998,140.660004,56.580002,40.349998,37.105,29.57,80.489998,92.860001,77.720001,114.839996,52.525002,49.169998,68.849998,75.660004,102.029999
22/05/14,86.752853,88.150002,131.839996,103.080002,24.379999,123.629997,82.349998,159.850006,78.779999,185.679993,26.15,100.959999,54.549999,40.580002,102.449997,140.309998,56.490002,40.099998,37.439999,29.66,80.650002,93.010002,78.339996,115.040001,52.342499,49.450001,69.830002,75.389999,101.5
23/05/14,87.732857,88.779999,132.410004,104.029999,24.52,123.370003,83.32,160.160004,79.18,185.940002,26.290001,100.980003,54.529999,40.580002,102,141.139999,56.810001,40.119999,37.924999,29.49,80.519997,92.860001,78.769997,115.540001,53.017502,49.740002,69.790001,75.610001,101.32
27/05/14,89.375717,91.389999,134.169998,103.68,24.709999,122.839996,83.739998,161.770004,79.690002,184.779999,26.709999,100.809998,55.139999,40.77,102.360001,141.440002,56.689999,40.189999,38.305,29.610001,80.080002,93.489998,79.110001,115.849998,53.625,49.619999,70.239998,75.589996,101.360001
28/05/14,89.144287,91.059998,134.330002,102.910004,24.82,122.519997,83.599998,161.190002,79.68,183.080002,26.879999,100.300003,55.450001,40.580002,101.300003,141.429993,56.400002,40.009998,38.134998,29.610001,80.099998,93.459999,78.580002,115.949997,53.450001,49.740002,69.809998,75.529999,101.059998
29/05/14,90.76857,91.279999,135.139999,103.599998,24.68,122.32,84.029999,160.740005,79.900002,183.759995,26.959999,100.760002,55.720001,40.66,101.339996,142.389999,57.700001,40.34,38.189999,29.6,80.400002,94.099998,79.370003,116.349998,53.6675,49.720001,71.110001,75.980003,101.269997
30/05/14,90.428574,91.5,135.25,102.230003,24.620001,122.790001,84.010002,159.809998,80.230003,184.360001,27.32,101.459999,55.57,40.91,101.43,142.550003,57.860001,40.939999,38.455002,29.629999,80.790001,93.449997,79.629997,116.220001,53.7075,49.959999,71.910004,76.769997,100.529999
02/06/14,89.807144,91.889999,135.899994,103.760002,24.780001,122.209999,84.269997,160.029999,80.839996,185.690002,27.26,102.169998,55.349998,40.860001,102.029999,142.320007,57.93,40.790001,38.360001,29.709999,80.360001,93.709999,79.470001,117.400002,53.380001,50.049999,72.010002,76.760002,99.940002
03/06/14,91.077141,91.730003,135.880005,104.489998,24.68,122.550003,83.879997,161.800003,80.669998,184.369995,27.66,102.459999,55.599998,40.880001,101.449997,142.889999,57.91,40.290001,37.775002,29.59,79.93,93.410004,79.879997,117.82,52.830002,49.290001,71.559998,76.709999,100.389999
04/06/14,92.117142,91.809998,135.330002,104.309998,24.5,122.349998,84.239998,162.389999,80.540001,184.509995,27.6,102.68,55.68,40.790001,102.440002,142.259995,57.93,40.32,38.064999,29.639999,79.860001,94.669998,80.510002,117.139999,52.857498,49.150002,74.559998,77.129997,100.040001
05/06/14,92.478569,92.800003,136.820007,106.959999,24.700001,123.519997,84.779999,162.580002,80.379997,185.979996,27.66,103.220001,56.630001,40.889999,102.449997,143.710007,58.099998,41.209999,37.935001,29.76,80.110001,94.970001,79.800003,118.169998,53.055,49.279999,75.599998,77.32,100.550003
06/06/14,92.224289,94.910004,138.25,108.18,24.83,124.190002,84.610001,166.190002,80.639999,186.369995,28.17,103.18,56.970001,40.990002,101.959999,144.639999,57.849998,41.48,38.115002,29.42,80.029999,94.360001,79.93,118.900002,53.25,49.419998,75.029999,77.209999,101.599998
09/06/14,93.699997,95.57,137.960007,108.75,24.799999,124.370003,85.480003,166,80.610001,186.220001,27.91,103.220001,57.419998,40.91,101.379997,145.320007,57.939999,41.27,38.334999,29.35,80.089996,94.660004,79.760002,120.089996,53.145,49.57,74.919998,77.010002,101.519997
10/06/14,94.25,95.279999,137.25,109.309998,25,125.339996,84.75,166.360001,80.739998,184.289993,28.24,104.099998,57.900002,41.07,100.879997,144.970001,58.490002,41.110001,38.154999,29.5,80.150002,95.099998,79.809998,119.129997,53.5625,49.52,74.739998,76.620003,101.459999
11/06/14,93.860001,95.080002,134.100006,108.690002,25.040001,125.18,84.309998,165.429993,79.809998,182.25,27.93,103.32,57.27,40.860001,100.419998,144.410004,58.810001,40.860001,37.57,29.43,80.059998,94.900002,80.169998,118.300003,53.169998,49.369999,74.669998,76.160004,101.949997
12/06/14,92.290001,94.760002,132.190002,106.650002,24.66,126.110001,82.800003,165.960007,78.43,181.220001,27.959999,102.529999,57.040001,40.419998,99.760002,143.070007,58.299999,40.580002,37.384998,29.450001,79.760002,95,79.440002,116.849998,52.942501,49.040001,72.470001,75.730003,101.660004
13/06/14,91.279999,94.849998,132.289993,106.769997,24.700001,127.260002,82.800003,165.889999,78.07,182.559998,29.870001,102.529999,57.040001,40.369999,100.489998,143.360001,58.240002,41.23,37.310001,29.530001,79.639999,95.410004,79.18,116.790001,52.822498,49.18,73.059998,75.279999,102.650002
16/06/14,92.199997,94.370003,132.539993,106.809998,24.530001,128.539993,83.300003,165.850006,78.900002,182.350006,30.01,102.449997,56.869999,40.66,101.099998,143.320007,58.07,41.5,37.275002,29.610001,79.690002,95.459999,78,116.870003,52.560001,49.310001,73.290001,75.339996,102.919998
17/06/14,92.080002,94.660004,132.449997,106.669998,24.5,128.830002,83.160004,168.220001,80.019997,182.259995,29.950001,101.93,57.419998,40.919998,101.269997,143.690002,58.060001,41.68,37.544998,29.48,79.580002,95.220001,78.169998,117.010002,52.702499,49.209999,73.099998,74.989998,102.419998
18/06/14,92.18,95.559998,132.479996,107.480003,24.629999,130.279999,83.580002,169.860001,80.709999,183.600006,29.93,102.809998,57.779999,41.560001,101.349998,144.330002,58.41,41.650002,38.105,29.709999,79.790001,95.400002,79.209999,117.230003,52.8125,49.419998,76.080002,75.699997,102.730003
19/06/14,91.860001,95.07,132.820007,107.25,24.709999,131.990005,83.769997,169.729996,80.440002,182.820007,30.09,103.809998,57.299999,41.790001,101.910004,144.490005,58.299999,41.509998,37.82,29.59,80.239998,95.599998,80.510002,117.580002,52.580002,49.470001,75.389999,75.870003,102.629997
20/06/14,90.910004,95.540001,132.100006,109.379997,24.83,132.339996,82.82,169.839996,80.169998,181.550003,30.200001,105.269997,57.549999,41.689999,101.919998,145.160004,58.919998,41.68,37.549999,29.780001,79.93,94.589996,81.410004,117.989998,52.372501,49.389999,74.540001,75.68,103.830002
23/06/14,90.830002,95.510002,130.850006,108.779999,24.700001,132.979996,82.760002,170.240005,80.639999,182.139999,30.23,104.75,58.189999,41.73,101.910004,144.089996,58.5,41.990002,37.724998,29.450001,79.519997,94.949997,81.489998,117.129997,52.3675,49.73,73.730003,75.790001,104.379997
24/06/14,90.279999,94.43,129.149994,107.809998,24.530001,131.770004,82.68,168.229996,80.43,180.880005,30.5,104.589996,57.419998,41.849998,101.470001,143.089996,57.919998,41.75,37.490002,29.299999,79.010002,94.669998,81.739998,115.68,51.947498,49.279999,72.480003,75.970001,102.730003
25/06/14,90.360001,94.639999,127.059998,108.440002,24.719999,131.229996,83.900002,168.380005,80.529999,180.720001,30.879999,105.760002,57.529999,41.959999,101.610001,143.649994,58.860001,42.029999,38.235001,29.799999,79.32,94.860001,82.339996,116.120003,52.264999,49.41,74.190002,75.620003,102.139999
26/06/14,90.900002,94.300003,128.020004,108.519997,24.65,130.919998,84.449997,168.009995,80.75,180.369995,30.780001,105.650002,57.389999,42.029999,101.510002,143.729996,58.529999,41.720001,38.43,29.59,78.620003,94.410004,82.290001,115.75,52.240002,49.209999,74.230003,74.910004,102.029999
27/06/14,91.980003,94.93,128.539993,108.779999,24.700001,130.360001,85.300003,166.779999,81.129997,181.710007,30.93,104.989998,57.529999,42.189999,101.459999,143.690002,57.529999,42.25,38.84,29.67,79.019997,93.919998,82,116.580002,52.32,49.32,74.099998,75.339996,101.209999
30/06/14,92.93,94.870003,127.230003,108.669998,24.85,130.550003,85.739998,167.440002,80.959999,181.270004,30.9,104.620003,57.619999,42.360001,100.739998,143.240005,57.849998,41.700001,38.775002,29.68,78.589996,94.07,81.75,115.449997,52.677502,48.93,74.129997,75.07,100.68
01/07/14,93.519997,95.349998,128.149994,109.169998,25.08,130.539993,86.470001,166.809998,81.82,186.350006,30.98,105.870003,57.57,42.290001,101,144.559998,58.509998,41.869999,39,30.08,79.279999,95.209999,81.889999,115.93,53.5625,49.369999,73.779999,75.279999,101.360001
02/07/14,93.480003,95.209999,127.620003,109.559998,25.030001,130.229996,86.440002,166.889999,81.980003,188.389999,30.98,105.860001,56.970001,42.290001,100.529999,145.229996,59.049999,41.900002,38.895,30.370001,79.559998,94.620003,82.489998,115.139999,53.709999,49.66,73.040001,75.620003,101.57
03/07/14,94.029999,95.839996,128.509995,111.080002,25.190001,131.190002,86.839996,169.460007,82.050003,188.529999,31.139999,105.419998,57.049999,42.23,100.980003,145.410004,59.200001,41.799999,39.224998,30.530001,79.980003,94.839996,83.349998,115.529999,54.127499,49.709999,73.980003,75.75,102.589996
07/07/14,95.970001,95.400002,129.089996,110.160004,25.23,130.470001,86.589996,167.779999,81.419998,188.039993,31.030001,106.470001,56.669998,42.139999,100.169998,144.910004,58.52,41.990002,39.325001,30.49,80.190002,94.550003,82.220001,115.099998,54.185001,49.75,73.580002,76.07,102.650002
08/07/14,95.349998,94.57,126.790001,109.459999,25.07,129.899994,85.860001,164.910004,80.760002,187.220001,30.790001,105.720001,55.759998,41.939999,100.089996,144.559998,58.169998,41.779999,38.834999,30.15,80.559998,94.139999,81.93,114.07,53.814999,48.759998,71.120003,76.650002,102.830002
09/07/14,95.389999,94.739998,126.790001,110.139999,25.440001,131.389999,87.220001,164.669998,80.730003,188.419998,30.889999,106.040001,56.02,41.950001,101.07,144.679993,58.549999,41.669998,39.345001,30.049999,81.669998,94.699997,82.739998,113.839996,54.040001,48.900002,71.949997,77.209999,103.550003
10/07/14,95.040001,94.459999,126.790001,109.360001,25.440001,130.25,86.860001,163.419998,79.400002,187.699997,31.26,105.800003,55.560001,42.259998,100.580002,143.889999,58.580002,41.689999,38.75,30,81.610001,94.300003,82.080002,113.510002,53.884998,49.639999,71.529999,77.059998,102.57
11/07/14,95.220001,94.470001,128.089996,109.959999,25.52,128.470001,86.889999,164.800003,79.610001,188,31.25,105.099998,55.799999,41.970001,100.370003,144.309998,58.439999,42.09,38.645,30.07,81.160004,94.68,82.870003,114.129997,54.25,50.32,71.660004,76.82,101.739998
14/07/14,96.449997,94.540001,129.520004,110.089996,25.440001,129.259995,86.760002,167,79.459999,189.860001,31.49,105.379997,56.290001,42.380001,100.470001,145,58.18,42.139999,38.974998,30.24,81.32,95.559998,84.269997,114.879997,55.2575,50.529999,71.489998,76.550003,102.68
15/07/14,95.32,94.449997,129.100006,109.849998,25.67,129.259995,86.150002,169.169998,79.860001,188.490005,31.709999,103.279999,58.27,42.099998,100.300003,145.059998,57.91,42.450001,39.014999,30.41,81.260002,95.949997,83.900002,114.839996,55.445,50.709999,71.589996,76.839996,102.389999
16/07/14,94.779999,94.470001,127.419998,111.400002,25.98,130.889999,85.349998,170.470001,79.660004,192.360001,34.650002,102.220001,58.709999,42.119999,99.269997,146.169998,58.150002,44.080002,38.459999,30.959999,80.940002,95.620003,83.760002,114.360001,55.6675,50.959999,71.419998,76.860001,103.769997
17/07/14,93.089996,92.989998,125.879997,109.07,25.629999,130.080002,85.029999,170.139999,79.550003,192.490005,33.700001,100.370003,57.860001,42.02,98.370003,143.539993,57.599998,44.529999,38.264999,30.549999,80.400002,94.699997,85.110001,112.769997,54.470001,50.32,70.18,76.610001,102.309998
18/07/14,94.43,93.529999,127.639999,110.169998,25.91,130.389999,85.809998,171.470001,80.080002,192.5,33.700001,101.800003,58.23,42.43,98.989998,144.830002,58.34,44.689999,38.759998,30.73,80.550003,95.339996,85.519997,113.57,55.049999,50.75,71.970001,77.089996,102.730003
21/07/14,93.940002,92.879997,128.300003,110.230003,25.85,131.289993,85.739998,171.720001,79.709999,190.850006,34.060001,101.269997,58.240002,42.400002,97.550003,144.300003,58,44.84,38.41,30.35,80.279999,95.260002,85.059998,112.980003,54.805,50.700001,71.669998,76.769997,103.080002
22/07/14,94.720001,93.370003,129.740005,110.059998,25.950001,132.580002,86.209999,175.020004,80.540001,194.089996,34.790001,102.470001,58.669998,41.189999,96.269997,145.119995,58.43,44.830002,38.52,30.49,80.099998,91.629997,86.050003,110.860001,55.314999,50.98,72.860001,76.639999,103.540001
23/07/14,97.190002,93.279999,126.709999,108.379997,25.68,133.880005,86.040001,176.820007,81.019997,193.630005,34.5,102.190002,59,40.810001,95.349998,144.679993,58.110001,44.869999,38.685001,30.389999,79.989998,91.779999,85.940002,109.730003,55.299999,50.91,72.900002,76.989998,104.25
24/07/14,97.029999,93.150002,124.400002,105.040001,25.83,134.850006,86.800003,176.259995,81.199997,195.240005,34.25,102.199997,59.169998,40.970001,95.349998,145.130005,58.209999,44.400002,39.299999,30.34,80.260002,92.879997,85.68,108.949997,55.685001,51.049999,73.080002,76.349998,104.279999
25/07/14,97.669998,91.93,123.199997,104.849998,25.969999,133.570007,86.230003,175.399994,81.029999,194.399994,34.25,102.110001,59.009998,41,95.720001,145.119995,58.150002,44.5,38.860001,30.190001,79.559998,92.099998,84.68,108.879997,53.692501,51.279999,73.290001,75.970001,103.18
28/07/14,99.019997,91.860001,123.059998,104.150002,25.92,133.240005,87.150002,175.949997,81.07,195.779999,34.23,102.110001,59.189999,40.68,95.779999,145.529999,57.970001,43.970001,39.200001,30.1,79.260002,91.879997,85.75,108.989998,53.555,51.580002,71.449997,75.709999,104.370003
29/07/14,98.379997,91.709999,122.32,104.690002,25.709999,132.419998,86.199997,175.539993,80.980003,194.570007,34.189999,101.959999,58.639999,40.349998,95.82,144.020004,58.580002,43.889999,39.049999,29.73,78.650002,91.120003,84.269997,107.330002,53.375,51.970001,70.160004,75.440002,103.550003
30/07/14,98.150002,90.910004,122.290001,103.379997,25.629999,132.529999,87.209999,175.759995,81.760002,194,34.349998,102.300003,58.91,39.619999,95.949997,143.740005,58.080002,43.580002,39.805,29.26,78.160004,90.940002,82.949997,106.379997,53.514999,51.759998,70.889999,74.779999,103.25
31/07/14,95.599998,88,120.480003,100.75,25.23,129.240005,85.879997,172.869995,80.849998,191.669998,33.889999,100.089996,57.669998,39.290001,94.559998,140.889999,56.740002,43.16,38.564999,28.700001,77.32,89.559998,81.050003,105.150002,52.752499,50.419998,68.769997,73.580002,98.940002
01/08/14,96.129997,86.470001,120.379997,100.519997,25,127.900002,85.379997,170.25,79.75,189.149994,33.740002,99.900002,56.48,39.290001,94.300003,140.110001,56.799999,42.860001,38.389999,28.860001,79.650002,89.610001,81.489998,104.75,52.952499,49.830002,70.529999,73.540001,98.800003
04/08/14,95.589996,86.93,119.93,101.809998,25.17,128.169998,87.239998,171.690002,80.029999,189.639999,34.049999,100.160004,56.650002,39.400002,94.309998,140.75,57.060001,43.369999,38.580002,28.75,79.220001,89.900002,82.269997,105.050003,53.040001,50.209999,72.110001,73.540001,100.129997
05/08/14,95.120003,86.360001,121.269997,101.5,24.969999,124.959999,86.75,169.419998,80.029999,187.100006,32.82,99.82,56.060001,39.18,93.43,139.779999,56.029999,43.080002,38.459999,28.41,79.410004,89.120003,80.989998,105.019997,52.634998,49.66,69.120003,73.339996,98.199997
06/08/14,94.959999,86.400002,118.339996,101.489998,24.93,125.730003,86.589996,169.740005,80.519997,185.970001,32.849998,100.709999,56.23,39.919998,93.470001,139.550003,55.93,42.740002,38.57,28.280001,81.089996,89.699997,81.5,103.790001,52.672501,49.130001,59.209999,74.199997,98.980003
07/08/14,94.480003,86.019997,119.839996,101.940002,24.860001,125.650002,85.510002,169.100006,80.470001,184.300003,32.68,99.93,55.91,39.349998,93.309998,139.130005,55.639999,43.23,38.174999,28.040001,80.139999,89.900002,79.260002,104.220001,52.259998,48.650002,60.869999,73.949997,98.269997
08/08/14,94.739998,87.470001,120.629997,103.279999,25.030001,127.860001,86.849998,172.259995,82.43,186.630005,32.599998,101.080002,56.34,39.450001,93.550003,140.850006,56.549999,43.200001,38.529999,28.34,80.949997,90.480003,80.120003,105.959999,52.615002,48.700001,60.700001,74.669998,99.739998
11/08/14,95.989998,86.949997,120.800003,104.5,25.23,127.709999,87.5,172.460007,82.879997,187.470001,33.02,101.160004,56.32,39.57,93.529999,140.580002,56.66,43.200001,38.529999,28.25,81.480003,90.660004,79.870003,105.720001,52.645,48.669998,61.990002,74.360001,98.730003
12/08/14,95.970001,87.080002,120.470001,104.330002,25.15,127.089996,87.209999,172.330002,82.919998,187.339996,33.130001,100.629997,56.349998,39.68,93.559998,140.880005,57.029999,43.52,38.365002,28.08,81.419998,91.089996,80.220001,104.910004,52.575001,48.84,62.16,74.220001,98.489998
13/08/14,97.239998,87.400002,121.980003,105.160004,25.200001,127.599998,87.599998,172.369995,83.120003,187.949997,34.099998,101.739998,56.720001,39.939999,93.959999,141.800003,57.849998,44.080002,38.625,28.209999,81.480003,91.269997,81.510002,105.559998,52.857498,48.919998,62.450001,74.029999,99.089996
14/08/14,97.5,87.269997,124.110001,105.660004,24.540001,126.959999,88.610001,172.729996,83.860001,187.880005,33.939999,102.019997,56.98,40.18,93.660004,142.339996,58.779999,44.27,38.650002,28.73,81.949997,92.220001,81.82,105.769997,53.130001,49,62.25,74.389999,99.089996
15/08/14,97.980003,86.599998,123.160004,105.739998,24.43,126.099998,89.279999,171.899994,83.690002,187.380005,34.169998,101.169998,56.75,40.880001,93.790001,141.919998,58.610001,44.790001,38.564999,28.639999,81.779999,92.129997,81.470001,105.629997,52.547501,48.799999,61.75,73.900002,99.029999
18/08/14,99.160004,87.160004,124.980003,106.980003,24.629999,126.300003,89.970001,174.550003,83.589996,189.360001,34.41,102.699997,57.23,41.349998,94.25,144.119995,58.419998,45.110001,39.275002,28.84,82.440002,92.989998,82.339996,108.089996,53.580002,48.779999,62.07,74.489998,99.519997
19/08/14,100.529999,88.120003,125.580002,107.300003,24.639999,127.629997,90.089996,173.960007,88.230003,190.070007,34.34,102.959999,57.560001,41.259998,94.449997,144.25,58.91,45.330002,39.255001,28.940001,82.690002,92.910004,83.470001,108.559998,53.75,48.700001,62.150002,74.879997,99.489998
20/08/14,100.57,88.489998,127.349998,107.699997,24.709999,127.489998,89.839996,174.029999,90.75,190.100006,34.5,103.209999,57.639999,41.25,94.190002,144.600006,59.48,44.950001,39.455002,28.889999,82.809998,93.110001,83.43,109.709999,54.049999,48.82,62,74.959999,99.699997
21/08/14,100.580002,89.139999,127.5,107.970001,24.889999,127.93,90.379997,175.149994,91.150002,191.229996,35.150002,104.190002,58.5,41.41,94.529999,144.5,58.849998,45.220001,39.470001,28.82,83.279999,93.940002,83.769997,110.059998,53.9375,48.869999,61.07,75.550003,99.279999
22/08/14,101.32,88.879997,127.459999,107.309998,24.65,127.110001,90.489998,175.470001,91.029999,190.410004,34.939999,103.099998,58.490002,41.119999,94.449997,144.130005,59.169998,45.150002,39.645,28.92,83.389999,93.75,83.779999,109.389999,54.022499,48.639999,61.049999,75.730003,98.5
25/08/14,101.540001,89.589996,128.330002,107.970001,24.700001,127.839996,90.379997,177.869995,91.199997,191.160004,34.810001,103.230003,59.34,41.41,94.440002,144.699997,59.73,45.169998,40.005001,28.91,83.540001,94.290001,84.239998,109.82,54.005001,49.150002,60.790001,75.690002,98.75
